filename,authors,licenses,urls
"torso/armour/plate/male/walk.png","Napsio (Vitruvian Studio); JaidynReiman; bluecarrot16; Michael Whitlock (bigbeargames); Johannes Sjölund (wulax)","OGA-BY 3.0; CC-BY-SA 3.0; GPL 3.0","https://opengameart.org/content/lpc-medieval-fantasy-character-sprites; https://opengameart.org/content/lpc-combat-armor-for-women"
