filename,authors,licenses,urls
"hat/helmet/horned/adult/walk.png","bluecarrot16; Shaun Williams; Matthew Krohn (makrohn); Johannes Sjölund (wulax); Sander Frenken (castelonia)","CC-BY-SA 3.0; GPL 3.0","https://opengameart.org/content/lpc-medieval-fantasy-character-sprites; https://opengameart.org/content/lpc-full-plate-golden-armor; https://opengameart.org/content/lpc-full-plate-golden-armor-0; https://opengameart.org/content/lpc-helmets-mega-pack; https://opengameart.org/content/lpc-expanded-hats-facial-helmets"
