filename,authors,licenses,urls
"feet/boots/rimmed/male/walk.png","JaidynReiman","OGA-BY 3.0+; CC-BY 3.0+; GPL 3.0","https://opengameart.org/content/lpc-kimono-relm; https://opengameart.org/content/lpc-expanded-socks-shoes"
