filename,authors,licenses,urls
"arms/bracers/male/walk.png","Matthew Krohn (makrohn); Johannes Sjölund (wulax); JaidynReiman","OGA-BY 3.0; CC-BY-SA 3.0; GPL 3.0","https://opengameart.org/content/lpc-medieval-fantasy-character-sprites"
