filename,authors,licenses,urls
"hat/pirate/tricorne/basic/adult/walk/black.png","bluecarrot16","OGA-BY 3.0","https://opengameart.org/content/lpc-pirates; https://opengameart.org/content/lpc-expanded-hats-facial-helmets"
